category,category_id,class_number,comment,post_id,post_name,title,youtube
משחקים בנושא - חיבור וחיסור,ch-016-heshbon-alef-games-adding,,,3578,משחק-חיבור-תרגילי-שרשרת,משחק חיבור תרגילי שרשרת,
משחקים בנושא - סדרות - מספרים ברצף,ch-015-math-games-alef-series,,,3560,משחק-סדרות-חשבוניות,משחק סדרות חשבוניות,
משחקים בנושא - חיבור וחיסור,ch-016-heshbon-alef-games-adding,,,3590,משחק-חיבור-מספרים,משחק חיבור מספרים,
משחקים בנושא - חיבור וחיסור,ch-016-heshbon-alef-games-adding,,,3596,משחק-חיסור-עשרת-ראשונה,משחק חיסור עשרת ראשונה 1,
משחקים בנושא - חיבור וחיסור,ch-016-heshbon-alef-games-adding,,,3598,משחק-חיסור-עשרת-ראשונה-2,משחק חיסור עשרת ראשונה 2,
משחקים בנושא - חיבור וחיסור,ch-016-heshbon-alef-games-adding,,,3600,משחק-חיסור-מספרים,משחק חיסור מספרים,
משחקים בנושא - כפל וחילוק,ch-018-math-games-alef-math-thinking,,,3602,משחק-חשיבה-מתמטית,משחק בנושא כפל - רמה 1,
משחקים בנושא - כפל וחילוק,ch-018-math-games-alef-math-thinking,,,3606,חשיבה-אלגברית,משחק חשיבה אלגברית 1,
משחקים בנושא - כפל וחילוק,ch-018-math-games-alef-math-thinking,,,3608,חשיבה-אלגברית-2,משחק חשיבה אלגברית 2,
משחקים בנושא - כפל וחילוק,ch-018-math-games-alef-math-thinking,,,3609,חשיבה-אלגברית-3,משחק חשיבה אלגברית 3,
משחקים בחשבון,ch-010-mathematical-games-dalet,,,3614,כיתה-ד-משחק-כפל-וחילוק,כיתה ד - משחק כפל וחילוק 1,
משחקים בחשבון,ch-010-mathematical-games-dalet,,,3616,כיתה-ד-משחק-כפל-וחילוק-ב,כיתה ד - משחק כפל וחילוק 2,
משחקים בנושא - השעון,ch-017-math-games-alef-the-clock,,,3620,משחק-שעון-המחוגים,משחק שעון המחוגים,
משחקים בנושא - חיבור וחיסור,ch-016-heshbon-alef-games-adding,,,3622,משחק-חיבור-וחיסור-עד-20,משחק חיבור וחיסור עד 20,
משחקים בנושא - חיבור וחיסור,ch-016-heshbon-alef-games-adding,,,3630,משחק-חיבור-עשרת-ראשונה,משחק חיבור עשרת שנייה,
משחקים בנושא - חיבור וחיסור,ch-016-heshbon-alef-games-adding,,,3634,משחק-פאזל-חיסור-עד-20,משחק פאזל חיסור עד 20,
משחקים בנושא - כפל וחילוק,ch-018-math-games-alef-math-thinking,,,3636,משחק-הנדסה-התאמת-צורות,משחק הנדסה - התאמת צורות,
משחקי חשבון,ch-010-mathematical-games-bet,,,3638,כיתה-ב-משחק-הקשר-בין-חיבור-לכפל,משחק הקשר בין חיבור לכפל,
משחקי חשבון,ch-010-mathematical-games-bet,,,3642,כיתה-ב-משחק-גדול-קטן-שווה,"משחק התאמת סימנים - גדול, קטן, שווה",
משחקי חשבון,ch-010-mathematical-games-bet,,,3644,כיתה-ב-משחק-חיבור-מספרים,משחק חיסור מספרים,
משחקי חשבון,ch-010-mathematical-games-bet,,,3646,כיתה-ב-משחק-חיבור-וחיסור-עשרת-שנייה,משחק מקטן לגדול,
משחקי חשבון,ch-010-mathematical-games-bet,,,3657,כיתה-ב-משחק-3-סדרה-עד-100,משחק 3 סדרה עד 100,
משחקי חשבון,ch-010-mathematical-games-bet,,,3659,כיתה-ב-משחק-חיבור-חיסור-וכפל-עד-10,משחק חיבור,
משחקי חשבון,ch-010-mathematical-games-bet,,,3665,כיתה-ב-משחק-כפולות-8-9,"משחק כפולות 8 ,9",
משחקי חשבון,ch-010-mathematical-games-bet,,,3667,כיתה-ב-משחק-חיבור-במאונך,משחק 1 חיבור במאונך,
משחקי חשבון,ch-010-mathematical-games-bet,,,3671,כיתה-ב-משחק-2-חיבור-במאונך,משחק 2 חיבור במאונך,
משחקי חשבון,ch-010-mathematical-games-bet,,,3673,כיתה-ב-משחק-כפל-עד-100,משחק משולשי הכפל,
משחקי חשבון,ch-010-mathematical-games-bet,,,3676,כיתה-ב-משחק-2-כפל-בתחום-100,משחק 2 כפל בתחום 100,
משחקי חשבון,ch-010-mathematical-games-bet,,,3678,כיתה-ב-משחק-תרגילי-כפל-וחילוק,משחק תרגילי כפל וחילוק,
משחקי חשבון,ch-010-mathematical-games-bet,,,3680,כיתה-ב-משחק-3-כפל-עד-100,משחק 3 כפל עד 100,
משחקי חשבון,ch-010-mathematical-games-bet,,,3682,כיתה-ב-משחק-4-כפל-עד-100,משחק 4 כפל עד 100,
משחקי חשבון,ch-010-mathematical-games-bet,,,3684,כיתה-ב-משחק-5-כפל-עד-100,משחק 5 כפל עד 100,
משחקי חשבון,ch-010-mathematical-games-bet,,,3686,כיתה-ב-משחק-היקף-ושטח-מצולעים,משחק הנדסה - היקף ושטח מצולעים,
משחקי חשבון,ch-010-mathemathcal-games-gimel,,,3689,כיתה-ג-משחק-1-חיבור-וחיסור,כיתה ג - משחק 1 חיבור וחיסור,
משחקי חשבון,ch-010-mathemathcal-games-gimel,,,3691,כיתה-ג-משחק-1-סדר-פעולות-חשבון,כיתה ג - משחק 1 סדר פעולות חשבון,
משחקי חשבון,ch-010-mathemathcal-games-gimel,,,3693,כיתה-ג-משחק-2-סדר-פעולות-חשבון,כיתה ג - משחק 2 סדר פעולות חשבון,
משחקי חשבון,ch-010-mathemathcal-games-gimel,,,3695,כיתה-ג-משחק-3-סדר-פעולות-חשבון,כיתה ג - משחק 3 סדר פעולות חשבון,
משחקי חשבון,ch-010-mathemathcal-games-gimel,,,3697,כיתה-ג-משחק-התאמת-פעולות-חשבון,כיתה ג - משחק התאמת פעולות חשבון,
משחקי חשבון,ch-010-mathemathcal-games-gimel,,,3699,כיתה-ג-משחק-הרכבת-צורות-גיאומטריות,כיתה ג - משחק הנדסה - הרכבת צורות גיאומטריות,
משחקי חשבון,ch-010-mathemathcal-games-gimel,,,3701,כיתה-ג-משחק-הנדסה-משולשים,כיתה ג - משחק הנדסה - משולשים,
משחקי חשבון,ch-010-mathemathcal-games-gimel,,,3704,כיתה-ג-משחק-הנדסה-השוואת-זוויות,כיתה ג - משחק הנדסה - השוואת זוויות,
משחקים בנושא - הכרת המספרים,ch-012-math-games-alef-recognizing-numbers,,,3706,משחק-הכרת-המספרים-חיבור-נקודות,משחק הכרת המספרים - חיבור נקודות,
משחקים בנושא - כפל וחילוק,ch-018-math-games-alef-math-thinking,,,3708,משחק-הזיכרון,משחק הזיכרון,
משחקי חשבון,ch-010-mathematical-games-bet,,,3710,כיתה-ג-משחק-לוח-הכפל,משחק לוח הכפל 2,
משחקי חשבון,ch-010-mathemathcal-games-gimel,,,3714,כיתה-ג-משחק-כפל,כיתה ג - משחק כפל,
משחקי חשבון,ch-010-mathemathcal-games-gimel,,,3716,כיתה-ג-משחק-חילוק-בתחום-ה-100,כיתה ג - משחק 1 חילוק בתחום ה-100,
משחקי חשבון,ch-010-mathemathcal-games-gimel,,,3718,כיתה-ג-משחק-2-חילוק-בתחום-100,כיתה ג - משחק 2 חילוק בתחום 100,
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,"מבוא לחזקות. חלק א'. בשיעור זה נלמד מה זו חזקה (של מספר שלם), ונכיר נוסחאות כפל וחילוק עם אותו בסיס, וכן חזקה של חזקה.",3731,כיתה-יב-805-שיעור-15-א-מבוא-לחזקות-מעריך-שלם,כיתה יב 805 - בני - שיעור 01 א - מבוא לחזקות - מעריך שלם,http://www.youtube.com/watch?v=ECpRcyiw3LU
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,מבוא לחזקות. חלק ב'. נחזור על ההגדרות של חלק א' ונכיר נוסחאות כפל וחילוק עם אותו מעריך. נראה גם ממה צריך להזהר כשעובדים עם חזקות.,3733,כיתה-יב-805-שיעור-15-ב-מבוא-לחזקות-מעריך-שלם,כיתה יב 805 - בני - שיעור 01 ב - מבוא לחזקות - מעריך שלם,http://www.youtube.com/watch?v=2fZ8eomPQkk
משחקים בנושא - התאמת כמות למספר,ch-013-math-games-alef-matching-numbers-to-quantity,,,3735,משחק-התאמת-כמות-למספר,משחק התאמת כמות למספר,
משחקים בנושא - הכרת המספרים,ch-012-math-games-alef-recognizing-numbers,,,3737,משחק-התאמת-שם-למספר,משחק התאמת שם למספר,
משחקים בנושא - הכרת המספרים,ch-012-math-games-alef-recognizing-numbers,,,3739,משחק-זיהוי-מספרים,משחק זיהוי מספרים,
משחקים בנושא - התאמת כמות למספר,ch-013-math-games-alef-matching-numbers-to-quantity,,,3741,משחק-מנייה-סופרים-כמויות,משחק מנייה - סופרים כמויות,
משחקים בנושא - הכרת המספרים,ch-012-math-games-alef-recognizing-numbers,,,3743,משחק-זיהוי-וצביעת-מספרים,משחק זיהוי וצביעת מספרים,
משחקים בנושא - התאמת כמות למספר,ch-013-math-games-alef-matching-numbers-to-quantity,,,3749,משחק-התאמת-מספר-לכמות,משחק התאמת מספר לכמות,
שיעורי חשבון בנושא - מספרים זוגיים ואי-זוגיים,ch-070-heshbon-alef-even-and-odd-number,,"מספר זוגי - כל מספר שספרת היחידות שלו היא מספר זוגי. ,10,12,14,16,18,20,",3763,כיתה-א-שיעור-61-מספרים-זוגיים-עד-20,שיעור 61 - מספרים זוגיים עד 20,http://www.youtube.com/watch?v=I5ns9LIM-GY
שיעורי חשבון בנושא - מספרים זוגיים ואי-זוגיים,ch-070-heshbon-alef-even-and-odd-number,,"מספר אי-זוגי - כל מספר שספרת היחידות שלו היא מספר אי-זוגי. 11,13,15,17,19",3765,כיתה-א-שיעור-62-מספרים-אי-זוגיים-עד-20,שיעור 62 - מספרים אי-זוגיים עד 20,http://www.youtube.com/watch?v=mxW9vi-Mx7c
"שיעורי חשבון בנושא - מספר קודם, עוקב ושכנים",ch-040-heshbon-alef-next-number,,מספר זוגי - כל מספר שספרת היחידות שלו היא מספר זוגי. 2 השכנים של מספרים זוגיים הם מספרים אי-זוגיים,3767,כיתה-א-שיעור-63-שכנים-של-מספרים-זוגיים-עד,שיעור 63 - שכנים של מספרים זוגיים עד 20,http://www.youtube.com/watch?v=iE5Ggw5o1-g
"שיעורי חשבון בנושא - מספר קודם, עוקב ושכנים",ch-040-heshbon-alef-next-number,,המשותף לכל השכנים של מספר אי - זוגי הוא שהם מספרים זוגיים.,3769,כיתה-א-שיעור-64-שכנים-של-מספרים-אי-זוגיים,שיעור 64 - שכנים של מספרים אי-זוגיים עד 20,http://www.youtube.com/watch?v=TE4rmAKb1ps
שיעורי חשבון בנושא - ישר המספרים,ch-080-heshbon-alef-number-line,,"נרשום על ישר המספרים את כל המספרים החסרים ונשתמש בכלל הבא: כל המספרים על ישר המספרים שנמצאים מימין למספר מסויים, גדולים ממנו.",3771,כיתה-א-שיעור-65-א-השלמת-המספרים-על-ישר-המ,שיעור 65 א - השלמת המספרים על ישר המספרים עד 20,http://www.youtube.com/watch?v=OPK5ozjLwtM
שיעורי חשבון בנושא - ישר המספרים,ch-080-heshbon-alef-number-line,,נמצא את המספרים הנתונים ונסמן אותם על ישר המספרים.,3989,כיתה-א-שיעור-65-ב-מציאת-המספרים-על-ישר-המ,שיעור 65 ב - מציאת המספרים על ישר המספרים עד 20,http://www.youtube.com/watch?v=nvSpQoDgHxY
שיעורי חשבון בנושא - חיבור וחיסור מספרים,ch-110-heshbon-alef-adding-and-subtracting,,השלם: כל הכמות – סך כל כמות הסוכריות משני הצבעים.  החלקים: הכמות שיש מכל סוג –  חלק א - כמות הסוכריות האדומות:  חלק ב -  כמות הסוכריות הכחולות:,3773,כיתה-א-שיעור-66-השלם-וחלקיו-עד-20,שיעור 66 - השלם וחלקיו עד 20,http://www.youtube.com/watch?v=xVSFtj0pvbU
שיעורי חשבון בנושא - חיבור וחיסור מספרים,ch-110-heshbon-alef-adding-and-subtracting,,השלם: כל הכמות – סך כל כמות המכוניות משני הצבעים.  החלקים: הכמות שיש מכל סוג – חלק א - מכוניות בעלות צבע אחד חלק ב -  מכוניות בעלות צבע אחר.,3775,כיתה-א-שיעור-67-השלמת-החלק-החסר-עד-20,שיעור 67 - השלמת החלק החסר עד 20,http://www.youtube.com/watch?v=rwhDOG1R9EU
שיעורי חשבון בנושא - חיבור וחיסור מספרים,ch-110-heshbon-alef-adding-and-subtracting,,השלם: כל הכמות – סך כל כמות החיות משני הסוגים.  החלקים: הכמות שיש מכל סוג – חלק א - כמות הכלבים:  חלק ב -  כמות העכברים:,3777,כיתה-א-שיעור-68-חיבור-חיות-עד-20,שיעור 68 - חיבור חיות עד 20,http://www.youtube.com/watch?v=uZXyOQFpUPM
שיעורי חשבון בנושא - חיבור וחיסור מספרים,ch-110-heshbon-alef-adding-and-subtracting,,"נסביר שכדי לפתור תרגיל חיבור של 10 ועוד מספר, יש אפשרות להמשיך לספור מעשר - אחת עשרה, שתיים עשרה, שלוש עשרה, ארבע עשרה וכדומה.",3779,שיעור-69-א-חיבור-עשר-ועוד-מספר-עד-20,שיעור 69 א - חיבור עשר ועוד מספר עד 20,http://www.youtube.com/watch?v=FzilyiERqM0
משחקים בחשבון,ch-010-mathematical-games-vav,,,3781,כיתה-ו-משחק-שברים-ואחוזים,כיתה ו - משחק שברים ואחוזים 1,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3783,כיתה-ו-מספרים-עשרוניים-שברים-אחוזים,כיתה ו - מספרים עשרוניים - שברים - אחוזים 1,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3785,כיתה-ה-משחק-השוואת-שברים-פשוטים,כיתה ה - משחק השוואת שברים פשוטים,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3787,כיתה-ה-זיהוי-שברים-פשוטים,כיתה ה - זיהוי שברים פשוטים,
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,נגדיר מהו שורש ומהו שורש מסדר n. נכיר כמה נוסחאות לעבודה עם שורשים.,3789,כיתה-יב-805-שיעור-02-מבוא-לשורשים,כיתה יב 805 - בני - שיעור 02  - מבוא לשורשים,http://www.youtube.com/watch?v=9J6-Tdg1ZCI
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,הגדרת שורש ושורש מסדר n כחזקה של שבר.,3791,כיתה-יב-805-שיעור-03-תאור-שורש-כחזקה,כיתה יב 805 - בני - שיעור 03  - תאור שורש כחזקה,http://www.youtube.com/watch?v=_IKUN8W_4fA
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,הגדרת חזקה עם מעריך שהוא מספר רציונלי,3793,כיתה-יב-805-שיעור-04-חזקה-עם-מעריך-רציונלי,כיתה יב 805 - בני - שיעור 04  - חזקה עם מעריך רציונלי,http://www.youtube.com/watch?v=pzsURjFMNTI
משחקי חשבון,ch-010-mathematical-games-bet,,,3800,כיתה-ב-סדרות-חשבוניות-2,משחק סדרות חשבוניות,
משחקי חשבון,ch-010-mathematical-games-bet,,,3808,כיתה-ב-משחק-תרגילי-חיבור,משחק תרגילי חיבור,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3813,כיתה-ו-משחק-אחוזים-1,כיתה ו - משחק אחוזים 1,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3815,כיתה-ו-משחק-אחוזים-2,כיתה ו - משחק אחוזים 2,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3817,כיתה-ו-משחק-אחוזים-3,כיתה ו - משחק אחוזים 3,
שיעורי חשבון בנושא - חיבור וחיסור מספרים,ch-110-heshbon-alef-adding-and-subtracting,,נלמד כיצד לפרק את המחובר הקטן/השווה למחובר הגדול  על מנת להגיע לעשרת אחת ולהוסיף לה.,5521,שיעור-69-ב-שיטת-חיבור-עד-20,כיתה א - שיעור 69 ב - שיטת חיבור עד 20,http://www.youtube.com/watch?v=68i1O1Pjc7g
שיעורי חשבון בנושא - חיבור וחיסור מספרים,ch-110-heshbon-alef-adding-and-subtracting,,נלמד כיצד לפרק את המחובר הקטן/השווה למחובר הגדול כדי להגיע לעשרת אחת,5523,שיעור-69-ג-המשך-שיטת-חיבור-עד-20,כיתה א - שיעור 69 ג - המשך שיטת חיבור עד 20,http://www.youtube.com/watch?v=Tr5CKA0mOps
שיעורי חשבון בנושא - חיבור וחיסור מספרים,ch-110-heshbon-alef-adding-and-subtracting,,נלמד שכדי לפתור שאלה דו שלבית יש לפתור קודם כל את השאלה הראשונה ורק אח''כ את השאלה השנייה.,6728,כיתה-א-שיעור-69-ד-שאלות-מילוליות-דו-שלביו,כיתה א - שיעור 69 ד - שאלות מילוליות דו שלביות - עד 20,http://www.youtube.com/watch?v=uviO7sgCtkg
שיעורי חשבון בנושא - חיבור וחיסור מספרים,ch-110-heshbon-alef-adding-and-subtracting,,קיים קשר בין תשובה לשאלה ראשונה לשנייה.,6730,כיתה-א-שיעור-69-ה-שאלות-מילוליות-דו-שלביו,כיתה א - שיעור 69 ה - שאלות מילוליות דו שלביות - עד 20,http://www.youtube.com/watch?v=R3tWZGNv2Y8
משחקים בחשבון,ch-010-mathematical-games-vav,,,3819,כיתה-ו-משחק-שברים-ואחוזים-2,כיתה ו - משחק שברים ואחוזים 2,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3824,כיתה-ו-משחק-מספרים-עשרוניים-שברים-ואח,כיתה ו - משחק מספרים עשרוניים - שברים ואחוזים 2,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3826,כיתה-ו-כפל-שברים-פשוטים-1,כיתה ו - כפל שברים פשוטים 1,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3828,כיתה-ו-כפל-שברים-פשוטים-2,כיתה ו - כפל שברים פשוטים 2,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3830,כיתה-ו-כפל-שברים-פשוטים-3,כיתה ו - כפל שברים פשוטים למתקדמים,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3833,כיתה-ו-בעיות-מילוליות-שברים-1,כיתה ו - בעיות מילוליות שברים 1,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3835,כיתה-ו-בעיות-מילוליות-שברים-2,כיתה ו - בעיות מילוליות שברים 2,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3838,כיתה-ו-בעיות-מילוליות-שברים-3,כיתה ו - בעיות מילוליות שברים 3,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3841,כיתה-ו-חילוק-שברים-פשוטים-1,כיתה ו - חילוק שברים פשוטים 1,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3844,כיתה-ו-חילוק-שברים-פשוטים-2,כיתה ו - משחק חילוק שברים פשוטים למתקדמים,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3847,כיתה-ו-חיבור-וחיסור-שברים,כיתה ו - חיבור וחיסור שברים עשרוניים,
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,פתרון תרגילים עם חזקות. חלק א' - פישוט תבניות מספר עם חזקות,3852,כיתה-יב-805-שיעור-05-א-תרגילים-עם-חזקות,כיתה יב 805 - בני - שיעור 05 א - תרגילים עם חזקות,http://www.youtube.com/watch?v=RcsMUBnDncs
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,פתרון תרגילים עם חזקות. חלק ב' - פתרון משוואות עם חזקות,3854,כיתה-יב-805-שיעור-05-ב-תרגילים-עם-חזקות,כיתה יב 805 - בני - שיעור 05 ב - תרגילים עם חזקות,http://www.youtube.com/watch?v=12pz8PbCJWw
"משחקים בנושא - גדול, קטן",ch-014-math-games-alef-big-and-small,,,3856,משחק-המספר-הגדול-והקטן-ביותר,משחק המספר הגדול והקטן ביותר עד 10,
משחקים בנושא - הכרת המספרים,ch-012-math-games-alef-recognizing-numbers,,,3860,משחק-סדר-המספרים-עד-20,משחק סדר המספרים עד 20,
משחקים בנושא - הכרת המספרים,ch-012-math-games-alef-recognizing-numbers,,,3862,משחק-סדר-המספרים-עד-100,משחק סדר המספרים עד 100,
משחקים בנושא - הכרת המספרים,ch-012-math-games-alef-recognizing-numbers,,,3864,משחק-סדר-המספרים-בעשרות-שלמות,משחק סדר המספרים בעשרות שלמות,
משחקי חשבון,ch-010-mathematical-games-bet,,,3881,כיתה-ב-משחק-6-כפל,משחק 6 כפל,
משחקים בחשבון,ch-010-mathematical-games-vav,,,3883,כיתה-ו-משחק-שברים,כיתה ו - משחק שברים,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3895,כיתה-ה-משחק-3-שברים-פשוטים,כיתה ה - משחק 3 שברים פשוטים,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3898,כיתה-ה-משחק-2-שברים-פשוטים,כיתה ה - משחק 2 שברים פשוטים,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3900,כיתה-ה-משחק-1-שברים-פשוטים,כיתה ה - משחק 1 שברים פשוטים,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3903,כיתה-ה-משחק-4-שברים-פשוטים,כיתה ה - משחק חיבור וחיסור שברים,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3910,כיתה-ה-משחק-זיהוי-צורות,כיתה ה - משחק גאומטריה - זיהוי צורות,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3913,כיתה-ה-משחק-גאומטריה-זוויות,כיתה ה - משחק גאומטריה - זוויות 1,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3918,כיתה-ה-משחק-גאומטריה-זיהוי-צורות-2,כיתה ה - משחק גאומטריה - זיהוי מונחים בגאומטריה,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3920,כיתה-ה-משחק-גאומטריה-זכרון-צורות,כיתה ה - משחק גאומטריה - התאמת מצולע לשמו,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3924,כיתה-ה-משחק-זוגי-או-אי-זוגי,כיתה ה - משחק זוגי או אי-זוגי,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3926,כיתה-ה-משחק-ממוצעים,כיתה ה - משחק גובה ממוצע,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3930,כיתה-ה-משחק-סדר-פעולות,כיתה ה - משחק סדר פעולות 1,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3932,כיתה-ה-משחק-מספרים-עוקבים,כיתה ה - משחק מספרים עוקבים,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3935,כיתה-ה-משחק-מספרים-בספרות-ובמילים,כיתה ה - משחק מספרים בספרות ובמילים,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3937,כיתה-ה-משחק-השוואת-מספרים-עשרוניים,כיתה ה - משחק 1 השוואת מספרים עשרוניים,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3939,כיתה-ה-משחק-זכרון-שברים-עשרוניים-ופשוט,כיתה ה - משחק זכרון שברים עשרוניים ופשוטים,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3941,משחק-שברים-מהגדול-לקטן,כיתה ה - משחק שברים מהגדול לקטן,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3944,כיתה-ה-משחק-חיבור-שברים-עשרוניים,כיתה ה - משחק חיבור שברים עשרוניים 1,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3946,כיתה-ה-משחק-חיסור-שברים-עשרוניים,כיתה ה - משחק חיסור שברים עשרוניים 1,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3949,כיתה-ה-משחק-המבנה-העשרוני,כיתה ה - משחק המבנה העשרוני,
משחקים בחשבון,ch-010-mathematical-games-hey,,,3951,כיתה-ה-משחק-גדול-או-קטן-שבר-עשרוני,כיתה ה - משחק גדול או קטן מעשירית,
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,"נגדיר ונכיר פונקציה מעריכית שבה ה-x נמצא בחזקה,  ונראה את ההבדל בין פונקציות מעריכיות שונות",3954,כיתה-יב-805-שיעור-06-פונקציה-מעריכית,כיתה יב 805 - בני - שיעור 06 - פונקציה מעריכית,http://www.youtube.com/watch?v=iynkHn7-D_8
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,נגדיר ונכיר פונקציה מעריכית מיוחדת שבה הבסיס הוא קבוע מתמטי בשם e.,3957,כיתה-יב-805-שיעור-07-פונקציה-מעריכית-בבסיס-e,כיתה יב 805 - בני - שיעור 07 - פונקציה מעריכית בבסיס e,http://www.youtube.com/watch?v=uXFe_Yw-B7U
משחקי חשבון,ch-010-mathemathcal-games-gimel,,,3960,כיתה-ג-משחק-חיבור-חיסור-כפל,"כיתה ג - משחק חיבור, חיסור, כפל",
משחקי חשבון,ch-010-mathematical-games-bet,,,3963,כיתה-ב-משחק-חיבור,משחק חיבור,
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,"פתרון שני תרגילים בהם יש משוואה עם נעלם, והנעלם נמצא במעריך של המשוואה.",3979,כיתה-יב-805-שיעור-08-תרגילי-משוואות-מעריכי,כיתה יב 805 - בני - שיעור 08 - תרגילי משוואות מעריכיות,http://www.youtube.com/watch?v=SkzUKA0MLnk
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,"הגדרת הפעולה המתמטית שנקראת לוגריתם, או לוג בקיצור.",3982,כיתה-יב-805-שיעור-09-מבוא-ללוגריתמים,כיתה יב 805 - בני - שיעור 09 - מבוא ללוגריתמים,http://www.youtube.com/watch?v=o76rXtWjTEI
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,נכיר כמה נוסחאות הקשורות ללוג - לוג של מכפלה ולוג של מנה,3985,כיתה-יב-805-שיעור-10-לוג-של-כפל-וחילוק,כיתה יב 805 - בני - שיעור 10 - לוג של כפל וחילוק,http://www.youtube.com/watch?v=tXbXtarlcKI
דפי תירגול עצמי בחשבון להורדה,ch-010-exercises-heshbon-alef,,,3992,כיתה-א-קישור-לתרגילים-ומבחנים,כיתה א - קישור לתרגילים ומבחנים,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-bet,,,3994,כיתה-ב-קישור-לתרגילים-ולמבחנים,קישור לתרגילים ולמבחנים,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-gimel,,,3996,כיתה-ג-קישור-לתרגילים-ולמבחנים,כיתה ג - קישור לתרגילים ולמבחנים,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-daled,,,3998,כיתה-ד-קישור-לתרגילים-ולמבחנים,כיתה ד - קישור לתרגילים ולמבחנים,
דפי תירגול עצמי בהנדסה/גאומטריה להורדה,ch-050-exercises-handasa-hey,,,4000,כיתה-ה-קישור-לתרגילים-ולמבחנים,כיתה ה - קישור לתרגילים ולמבחנים,
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,"נכיר נוסחת לוג של חזקה, ואת נוסחת שינוי בסיס הלוג.",4004,כיתה-יב-805-שיעור-11-המשך-נוסחאות-לוגריתמי,כיתה יב 805 - בני - שיעור 11 - המשך נוסחאות לוגריתמים,http://www.youtube.com/watch?v=0vIGbCTFc0c
805 - 4 יחידות - אלגברה מבוא,ch-060-algebra-introduction-4units-yod-bet-805,,נפתור כמה תרגילים עם לוגריתמים תוך שימוש בנוסחאות מהשיעורים הקודמים,4039,כיתה-יב-805-שיעור-12-תרגילי-לוגריתמים,כיתה יב 805 - בני - שיעור 12 - תרגילי לוגריתמים,http://www.youtube.com/watch?v=QHUAnRszxZY
